MSG	859894 TRIAL 12 START
MSG	861388 DRIFTCORRECT L LEFT  at 960,540  OFFSET 0.26 deg.  -5.1,-8.0 pix.
MSG	862136 RECCFG P 500 2 1 
MSG	862136 GAZE_COORDS 0.00 0.00 1919.00 1079.00
MSG	862137 !MODE RECORD P 500 2 1
START	862138 	LEFT	SAMPLES	EVENTS
PRESCALER	1
VPRESCALER	1
PUPIL	AREA
EVENTS	GAZE	LEFT	RATE	 500.00	TRACKING	P	FILTER	2
SAMPLES	GAZE	LEFT	RATE	 500.00	TRACKING	P	FILTER	2
862720	  963.8	  551.7	  300.0	.
862722	  963.9	  549.9	  300.0	.
862724	  964.9	  550.5	  300.0	.
862726	  965.9	  551.1	  299.0	.
862728	  966.3	  551.6	  298.0	.
862730	  966.4	  552.1	  297.0	.
862732	  966.5	  552.5	  297.0	.
862734	  966.5	  552.9	  296.0	.
862736	  966.5	  553.3	  296.0	.
862738	  966.6	  553.4	  296.0	.
862740	  966.2	  553.7	  295.0	.
862742	  966.6	  553.7	  293.0	.
862744	  967.0	  552.5	  293.0	.
862746	  966.5	  553.1	  293.0	.
862748	  966.1	  552.8	  293.0	.
862750	  965.5	  553.0	  293.0	.
862752	  965.4	  552.4	  292.0	.
862754	  966.2	  552.9	  292.0	.
862756	  966.6	  552.6	  292.0	.
862758	  966.9	  552.4	  292.0	.
862760	  967.4	  552.6	  291.0	.
862762	  967.1	  551.2	  290.0	.
862764	  967.0	  549.9	  287.0	.
862766	  966.7	  550.3	  286.0	.
862768	  965.7	  550.6	  285.0	.
862770	  966.5	  550.6	  285.0	.
862772	  967.4	  552.5	  285.0	.
862774	  967.5	  553.1	  285.0	.
862776	  967.5	  553.6	  282.0	.
862778	  967.3	  555.2	  282.0	.
862780	  967.4	  555.8	  283.0	.
862782	  967.2	  555.7	  282.0	.
862784	  967.8	  555.4	  282.0	.
862786	  968.1	  555.1	  282.0	.
862788	  968.3	  554.8	  280.0	.
862790	  967.7	  553.9	  279.0	.
862792	  968.7	  553.3	  278.0	.
862794	  969.9	  553.4	  277.0	.
862796	  970.1	  553.4	  276.0	.
862798	  970.3	  553.4	  276.0	.
862800	  970.9	  553.3	  276.0	.
862802	  970.8	  555.1	  276.0	.
862804	  970.9	  554.6	  276.0	.
862806	  971.1	  555.2	  275.0	.
862808	  971.6	  555.0	  275.0	.
862810	  971.7	  554.8	  275.0	.
862812	  970.9	  554.5	  275.0	.
862814	  970.0	  554.1	  275.0	.
862816	  970.5	  554.0	  275.0	.
862818	  971.1	  554.3	  276.0	.
862820	  971.8	  554.3	  276.0	.
862822	  972.1	  554.3	  275.0	.
862824	  972.2	  554.6	  275.0	.
862826	  972.2	  554.9	  275.0	.
862828	  972.2	  555.3	  272.0	.
862830	  972.5	  555.5	  271.0	.
862832	  971.5	  556.5	  271.0	.
862834	  971.2	  557.3	  269.0	.
862836	  971.2	  557.4	  269.0	.
862838	  970.3	  557.7	  269.0	.
862840	  970.6	  561.0	  268.0	.
862842	  970.5	  564.3	  268.0	.
862844	  970.1	  565.4	  267.0	.
862846	  969.9	  566.4	  266.0	.
862848	  970.2	  570.3	  265.0	.
862850	  970.3	  574.1	  265.0	.
862852	  970.6	  573.6	  265.0	.
862854	  970.3	  574.0	  265.0	.
862856	  970.2	  574.2	  264.0	.
862858	  970.1	  574.2	  263.0	.
862860	  970.1	  574.3	  263.0	.
862862	  970.3	  575.2	  263.0	.
862864	  970.5	  575.6	  262.0	.
862866	  970.1	  575.4	  261.0	.
862868	  969.7	  575.2	  261.0	.
862870	  969.8	  574.7	  261.0	.
862872	  970.0	  574.6	  260.0	.
862874	  969.9	  574.9	  260.0	.
862876	  969.7	  574.3	  260.0	.
862878	  969.5	  574.2	  260.0	.
862880	  969.5	  574.2	  260.0	.
862882	  970.0	  574.1	  260.0	.
862884	  970.0	  574.5	  260.0	.
862886	  970.1	  574.6	  260.0	.
862888	  970.1	  574.6	  260.0	.
862890	  970.3	  574.6	  260.0	.
862892	  970.5	  574.6	  260.0	.
862894	  970.9	  574.5	  260.0	.
862896	  971.3	  574.5	  259.0	.
862898	  971.0	  574.2	  259.0	.
862900	  970.9	  573.9	  259.0	.
862902	  970.0	  573.7	  259.0	.
862904	  969.9	  573.5	  259.0	.
862906	  969.6	  572.0	  259.0	.
862908	  969.6	  572.4	  259.0	.
862910	  969.3	  572.5	  257.0	.
862912	  969.6	  572.5	  257.0	.
862914	  969.4	  572.6	  258.0	.
862916	  969.3	  572.5	  258.0	.
862918	  969.4	  572.4	  258.0	.
862920	  969.3	  572.1	  259.0	.
862922	  969.8	  572.0	  259.0	.
862924	  969.9	  572.5	  259.0	.
862926	  970.4	  572.4	  259.0	.
862928	  970.2	  572.7	  259.0	.
862930	  970.0	  572.9	  257.0	.
862932	  969.0	  572.7	  256.0	.
862934	  969.0	  573.4	  255.0	.
862936	  969.5	  573.2	  254.0	.
862938	  969.9	  573.2	  253.0	.
862940	  969.8	  573.3	  254.0	.
862942	  970.1	  573.3	  253.0	.
862944	  969.6	  572.9	  252.0	.
862946	  969.7	  573.1	  252.0	.
862948	  969.5	  573.2	  252.0	.
862950	  969.4	  573.6	  251.0	.
862952	  969.4	  573.6	  251.0	.
862954	  970.7	  573.5	  250.0	.
862956	  970.9	  573.4	  250.0	.
862958	  970.9	  573.4	  252.0	.
862960	  971.3	  573.6	  251.0	.
862962	  970.8	  572.9	  251.0	.
862964	  970.4	  572.6	  250.0	.
862966	  970.0	  572.4	  250.0	.
862968	  969.6	  572.0	  250.0	.
862970	  970.3	  571.8	  250.0	.
862972	  971.0	  572.2	  250.0	.
862974	  971.9	  572.1	  249.0	.
862976	  972.1	  572.0	  249.0	.
862978	  972.0	  571.5	  248.0	.
