MSG	843046 TRIAL 10 START
MSG	845936 DRIFTCORRECT L LEFT  at 960,540  OFFSET 0.68 deg.  -21.5,14.6 pix.
MSG	846656 RECCFG P 500 2 1 
MSG	846656 GAZE_COORDS 0.00 0.00 1919.00 1079.00
MSG	846657 !MODE RECORD P 500 2 1
START	846658 	LEFT	SAMPLES	EVENTS
PRESCALER	1
VPRESCALER	1
PUPIL	AREA
EVENTS	GAZE	LEFT	RATE	 500.00	TRACKING	P	FILTER	2
SAMPLES	GAZE	LEFT	RATE	 500.00	TRACKING	P	FILTER	2
847364	  972.3	  543.0	  263.0	.
847366	  972.9	  542.8	  263.0	.
847368	  973.7	  543.5	  263.0	.
847370	  973.7	  544.3	  263.0	.
847372	  973.7	  543.5	  261.0	.
847374	  973.4	  542.6	  260.0	.
847376	  973.8	  543.8	  261.0	.
847378	  973.8	  543.9	  261.0	.
847380	  973.8	  543.5	  261.0	.
847382	  973.8	  544.4	  261.0	.
847384	  974.6	  544.5	  261.0	.
847386	  974.5	  544.4	  260.0	.
847388	  974.7	  545.1	  259.0	.
847390	  974.6	  544.4	  258.0	.
847392	  974.5	  543.8	  256.0	.
847394	  974.4	  543.1	  257.0	.
847396	  974.2	  542.5	  256.0	.
847398	  973.9	  543.1	  256.0	.
847400	  975.3	  543.4	  256.0	.
847402	  976.3	  542.5	  256.0	.
847404	  976.1	  542.6	  256.0	.
847406	  977.5	  542.3	  255.0	.
847408	  978.1	  542.2	  253.0	.
847410	  978.0	  542.6	  253.0	.
847412	  978.0	  542.1	  253.0	.
847414	  976.8	  542.2	  252.0	.
847416	  976.7	  542.3	  252.0	.
847418	  976.6	  541.9	  252.0	.
847420	  976.9	  542.7	  252.0	.
847422	  976.8	  543.0	  252.0	.
847424	  976.9	  543.3	  252.0	.
847426	  976.7	  543.3	  252.0	.
847428	  977.7	  543.5	  251.0	.
847430	  977.7	  542.9	  251.0	.
847432	  977.9	  544.1	  250.0	.
847434	  977.1	  544.0	  250.0	.
847436	  978.6	  543.9	  249.0	.
847438	  978.7	  544.2	  249.0	.
847440	  978.4	  544.0	  249.0	.
847442	  978.9	  543.7	  249.0	.
847444	  979.1	  542.5	  250.0	.
847446	  979.3	  544.6	  250.0	.
847448	  979.5	  545.6	  248.0	.
847450	  979.2	  546.8	  247.0	.
847452	  979.6	  546.6	  247.0	.
847454	  979.8	  546.6	  247.0	.
847456	  980.9	  546.1	  247.0	.
847458	  981.1	  543.3	  247.0	.
847460	  981.8	  543.0	  247.0	.
847462	  983.2	  542.6	  248.0	.
847464	  982.7	  542.6	  249.0	.
847466	  983.7	  541.9	  249.0	.
847468	  983.9	  541.4	  248.0	.
847470	  983.7	  540.7	  247.0	.
847472	  984.0	  541.1	  247.0	.
847474	  984.1	  541.5	  246.0	.
847476	  984.3	  545.1	  245.0	.
847478	  984.3	  545.3	  244.0	.
847480	  984.4	  545.2	  243.0	.
847482	  983.7	  545.3	  242.0	.
847484	  984.3	  545.3	  242.0	.
847486	  983.8	  544.6	  241.0	.
847488	  983.7	  543.9	  241.0	.
847490	  983.7	  545.3	  241.0	.
847492	  982.7	  546.9	  241.0	.
847494	  981.4	  546.5	  241.0	.
847496	  983.1	  546.8	  242.0	.
847498	  983.7	  547.2	  242.0	.
847500	  984.5	  548.9	  240.0	.
847502	  984.3	  548.5	  239.0	.
847504	  984.3	  548.5	  239.0	.
847506	  983.9	  548.6	  239.0	.
847508	  984.6	  548.6	  239.0	.
847510	  984.7	  548.5	  238.0	.
